date,1-7_a,10-15_a,10-4_a,10-5_a,10-6_a,11-12_a,11-13_a,11-7_a,12-14_a,13-12_a,13-14_a,14-15_a,14-9_a,15-10-1_a,15-10-2_a,15-16_a,15-17_a,15-6_a,16-15_a,17-16_a,17-18_a,19-18_a,2-3_a,20-15_a,20-17-1_a,20-17-2_a,20-19_a,21-11_a,21-13_a,21-14_a,21-15_a,21-20_a,23-21_a,23-22_a,24-23_a,5-6_a,6-5-1_a,6-5-2_a,7-2_a,7-8_a,8-2_a,8-9_a,9-10_a,9-3_a,sea_a
2018/4/28,47684100,-194000000,-78900000,29400000,-38510000,-26000000,505000000,-116000000,-339000000,-334000000,-80900000,-925000000,112000000,-178000000,-312000000,34900000,220000000,-78300000,16200000,-52700000,-166100000,103600000,9380000,32400000,-76900000,-395000000,25900000,328000000,-934000000,-420600000,727000000,-487000000,-847500000,-10407267,-876900000,-16600000,-94700000,-1490000,-6772000,-28970000,-2960000,9300000,188000000,-44200000,-914300000
2018/4/29,25281300,-203000000,-52500000,34100000,-35110000,-13000000,147000000,-70500000,-282000000,-288000000,-197900000,-818000000,147000000,-172400000,-321000000,21800000,205000000,-58600000,13700000,-33700000,-169200000,122600000,15440000,23700000,-79400000,-360000000,69600000,34000000,-647000000,-215700000,633000000,-409000000,-660800000,-6022593,-686300000,-4200000,-77000000,2260000,-1762000,-18110000,7840000,7800000,216000000,-40500000,-725300000
2018/4/30,15089100,-210000000,-36600000,39900000,-31200000,270000000,866000000,-30000000,-193000000,-481000000,-83800000,-908000000,179000000,-174700000,-328000000,-18900000,206000000,-46600000,11670000,12200000,-170700000,137400000,18900000,78300000,-75000000,-314000000,100400000,1077000000,-1442000000,-475200000,640000000,-263000000,-514100000,-4009290,-538300000,4500000,-65100000,5980000,967000,3430000,13800000,16700000,249000000,-35300000,-573500000
2018/5/1,3980800,-168000000,-11900000,37800000,-22750000,2000000,320000000,-26800000,-274000000,-281000000,-82200000,-719000000,233000000,-144200000,-264000000,31800000,277000000,-24800000,20540000,-17400000,-142300000,134600000,16820000,9600000,-53400000,-391000000,126400000,284000000,-688000000,-137200000,723000000,-324000000,-160400000,-1397350,-170800000,13200000,-41000000,10260000,-651000,-16200000,16800000,-25800000,238000000,-24400000,-188100000
2018/5/2,70500,-152000000,-2400000,29300000,-18310000,147000000,5000000,-4200000,-183000000,-330000000,-39800000,-616000000,239000000,-127100000,-256000000,26100000,170000000,-10200000,15120000,-11900000,-116900000,117600000,15370000,54800000,-33300000,-265000000,118400000,147000000,-377000000,-156500000,500000000,-128000000,-16500000,-340600,-20900000,15800000,-23700000,11060000,-1000,-3160000,15600000,-18500000,238000000,-17600000,-24000000
2018/5/3,-3557500,-111000000,7800000,23300000,-12660000,145000000,338000000,600000,-128000000,-271000000,-76300000,-605000000,247000000,-102100000,-209000000,63800000,189000000,1900000,18340000,-42100000,-89700000,93800000,13550000,18900000,-17700000,-300000000,98700000,489000000,-681000000,-149100000,629000000,-190000000,108800000,693300,111500000,18800000,-8200000,12740000,-591000,-6710000,15420000,-29900000,223000000,-9400000,119800000
2018/5/4,-10081200,-74000000,17700000,20100000,-3900000,166000000,124000000,13700000,-87000000,-244000000,-175300000,-390000000,252000000,-72100000,-163000000,30900000,127000000,13600000,9110000,-12900000,-55900000,73300000,11410000,14000000,5600000,-188000000,93400000,319000000,-537000000,136100000,390000000,-49000000,285300000,1764950,293100000,24000000,8800000,15220000,-565000,-6990000,15140000,-39100000,204000000,-1500000,309300000
2018/5/5,-16426600,-67000000,23700000,21900000,6270000,252000000,-199000000,31100000,-33000000,-274000000,-20600000,-221000000,232000000,-41200000,-138000000,46700000,94000000,13800000,6400000,-26400000,-22700000,51300000,9410000,21800000,26300000,-150000000,84300000,104000000,-88000000,81600000,253000000,20000000,408700000,2884140,421400000,26000000,15900000,14540000,147000,-870000,14600000,-36900000,177000000,4600000,443300000
2018/5/6,-26084090,-53000000,25300000,25100000,10280000,224000000,16000000,48100000,-17000000,-226000000,43000000,-118000000,206000000,-26000000,-101000000,50400000,68000000,11400000,3760000,-28500000,1400000,33400000,6830000,31300000,34000000,-108000000,75400000,311000000,-191000000,79800000,157000000,76000000,473300000,4442890,489900000,25000000,15300000,11570000,1481000,1310000,13460000,-34400000,149000000,9500000,515000000
2018/5/7,-30791910,-42000000,26800000,26200000,9590000,204000000,-94000000,58000000,0,-190000000,89700000,-48000000,178000000,-19500000,-68000000,54500000,59000000,12500000,3020000,-31400000,17500000,23300000,5830000,24300000,34600000,-85000000,73400000,189000000,4000000,57500000,121000000,92000000,502400000,5265200,520400000,24700000,13900000,11410000,3421000,3960000,14800000,-32200000,120000000,11700000,545800000
2018/5/8,-33897000,-40000000,29300000,27600000,8330000,156000000,41000000,58600000,-8000000,-151000000,74700000,-33000000,171000000,-13900000,-53000000,57400000,45000000,14000000,5740000,-31500000,22800000,17900000,5400000,7900000,31900000,-66000000,67300000,279000000,-108000000,88300000,127000000,87000000,511500000,5339060,529800000,23900000,11900000,12080000,4391000,-200000,15910000,-37900000,107000000,12300000,554000000
2018/5/9,-27730700,-46000000,22500000,27600000,6290000,170000000,61000000,50700000,-9000000,-167000000,42800000,-71000000,160000000,-19500000,-65000000,56700000,45000000,9100000,7690000,-32600000,16300000,18400000,8320000,3800000,27600000,-72000000,60700000,299000000,-179000000,68600000,148000000,58000000,426100000,4165460,441800000,21400000,5700000,12610000,4279000,2170000,16800000,-32500000,104000000,11000000,460800000
2018/5/10,-12496800,-63000000,5500000,23800000,2540000,238000000,-306000000,16800000,-11000000,-243000000,1600000,-174000000,147000000,-36300000,-108000000,44400000,47000000,-7800000,4690000,-30700000,-3400000,20800000,4100000,25000000,20100000,-91000000,42000000,-40000000,68000000,-9900000,153000000,16000000,202900000,2518100,214300000,13400000,-9000000,8530000,1364000,-5420000,8880000,-23000000,120000000,-2500000,225800000
2018/5/11,3237300,-81000000,-21800000,21600000,-5140000,246000000,61000000,-27700000,-42000000,-289000000,-108700000,-326000000,133000000,-68000000,-165000000,14400000,48000000,-24400000,-770000,-18000000,-35600000,31400000,-2620000,53500000,5800000,-111000000,27200000,276000000,-459000000,-45200000,158000000,-28000000,-104900000,37000,-101600000,7800000,-25100000,7860000,-2891000,-19100000,-3050000,-11100000,143000000,-18500000,-101200000
2018/5/12,36602300,-108000000,-56000000,17200000,-20830000,202000000,317000000,-75700000,-97000000,-309000000,-119400000,-577000000,103000000,-116500000,-219000000,-18000000,19000000,-43900000,-4460000,1500000,-81200000,45900000,-2830000,62700000,-20600000,-93000000,-100000,427000000,-750000000,-267400000,236000000,-82000000,-460600000,-2855000,-467600000,-6100000,-51700000,-280000,-6918000,-14950000,-11210000,13500000,158000000,-31300000,-478100000
2018/5/13,45958000,-147000000,-70700000,21100000,-29640000,149000000,215000000,-93000000,-172000000,-336000000,-109800000,-749000000,102000000,-151100000,-255000000,-14300000,34000000,-59400000,1110000,-5900000,-123500000,72000000,3470000,71200000,-48100000,-138000000,7900000,248000000,-670000000,-383600000,357000000,-156000000,-646200000,-5302770,-662800000,-12100000,-71500000,-80000,-7593000,-17640000,-8440000,13900000,167000000,-36000000,-686600000
2018/5/14,39554600,-178000000,-70900000,29700000,-35190000,-28000000,396000000,-99300000,-285000000,-278000000,-108500000,-893000000,121000000,-171600000,-298000000,35300000,173000000,-73600000,16430000,-50100000,-152200000,96100000,7880000,48400000,-68800000,-338000000,27200000,236000000,-795000000,-402900000,644000000,-400000000,-775200000,-9753270,-802800000,-13700000,-88200000,-1200000,-5168000,-24310000,-2190000,12300000,195000000,-41000000,-838000000
2018/5/15,23200600,-203000000,-49500000,34300000,-34440000,22000000,507000000,-66700000,-247000000,-289000000,-153000000,-688000000,140000000,-170700000,-313000000,41200000,161000000,-56900000,11750000,-54600000,-162800000,117300000,14510000,46900000,-76500000,-334000000,66100000,430000000,-963000000,-176100000,464000000,-361000000,-665800000,-5401760,-692100000,-3300000,-75300000,2380000,-1450000,-16670000,7970000,10100000,211000000,-39800000,-732200000
2018/5/16,13814400,-220000000,-33800000,44500000,-33120000,125000000,743000000,-38800000,-250000000,-390000000,-23000000,-919000000,182000000,-175700000,-329000000,-26100000,245000000,-48900000,18630000,27000000,-175200000,143400000,18540000,67900000,-78300000,-340000000,107300000,799000000,-1170000000,-487300000,694000000,-297000000,-512800000,-3465500,-536900000,4600000,-69800000,5780000,446000,-6260000,14490000,6700000,245000000,-37400000,-575200000
2018/5/17,3686400,-193000000,-5900000,42000000,-24350000,-27000000,579000000,-25400000,-293000000,-272000000,-165400000,-872000000,249000000,-149300000,-288000000,17200000,256000000,-24800000,23560000,1000000,-159000000,153100000,20920000,7300000,-63900000,-356000000,146200000,516000000,-1020000000,-172900000,837000000,-281000000,-140200000,-1377000,-152200000,15500000,-43100000,12400000,-144000,-15090000,20640000,-29300000,251000000,-25500000,-168900000
2018/5/18,-2510600,-173000000,7000000,43100000,-19600000,2000000,221000000,1700000,-295000000,-296000000,-8600000,-721000000,292000000,-140400000,-275000000,44200000,320000000,-13700000,25640000,-17300000,-147300000,151100000,22260000,38100000,-51200000,-431000000,156200000,227000000,-525000000,-124200000,767000000,-283000000,67700000,115800,65600000,21200000,-29800000,15430000,584000,-3700000,23030000,-32800000,275000000,-17600000,65800000
2018/5/19,-12532000,-139000000,25700000,29900000,-8850000,131000000,347000000,31800000,-181000000,-301000000,-53200000,-484000000,312000000,-104500000,-238000000,76400000,232000000,17100000,23960000,-41000000,-113400000,133600000,21070000,-24900000,-25200000,-345000000,157700000,530000000,-693000000,80000000,625000000,-204000000,373900000,2253230,384900000,30300000,6700000,19690000,953000,3500000,23920000,-42700000,262000000,-6200000,406400000
2018/5/20,-24986900,-100000000,37200000,27700000,-1320000,133000000,286000000,54000000,-119000000,-235000000,-126000000,-507000000,319000000,-82100000,-182000000,74100000,285000000,32800000,24590000,-30300000,-75800000,116500000,19500000,13000000,2000000,-366000000,163900000,502000000,-635000000,79700000,723000000,-134000000,587000000,3874100,604100000,35700000,25400000,19360000,1645000,5500000,25760000,-50700000,246000000,3600000,637100000
2018/5/21,-46552100,-71000000,46000000,27300000,5090000,162000000,182000000,89100000,-66000000,-205000000,-132400000,-328000000,323000000,-59300000,-140000000,56800000,249000000,42500000,17260000,-8500000,-37100000,98100000,16740000,-4600000,26500000,-286000000,172400000,471000000,-505000000,221600000,568000000,-19000000,803200000,7357650,830600000,38600000,35800000,17530000,4346000,5100000,28870000,-59800000,229000000,11600000,872500000
2018/5/22,-49107800,-63000000,44300000,31000000,7080000,184000000,18000000,88400000,-55000000,-217000000,-89600000,-264000000,299000000,-44900000,-121000000,65000000,242000000,37400000,19320000,-14200000,-13500000,78500000,15560000,1500000,34500000,-271000000,157500000,325000000,-310000000,206900000,513000000,-5000000,791600000,8496410,820700000,39000000,31400000,18790000,6016000,3020000,30600000,-59900000,206000000,12000000,861000000
2018/5/23,-42438200,-66000000,41800000,30800000,4670000,217000000,-52000000,81500000,-27000000,-225000000,-50300000,-243000000,272000000,-38900000,-118000000,73200000,201000000,29900000,25690000,-19800000,-12300000,64400000,18530000,11100000,26500000,-231000000,127100000,275000000,-211000000,129300000,444000000,-6000000,683800000,7204510,709800000,34100000,20900000,18030000,6537000,5890000,32150000,-55400000,186000000,10900000,741700000
2018/5/24,-18875000,-74000000,13800000,23000000,-5130000,161000000,178000000,23500000,-69000000,-223000000,-151700000,-320000000,205000000,-62500000,-137000000,45400000,139000000,9000000,18630000,-17000000,-31700000,55200000,11540000,21000000,8900000,-186000000,84400000,376000000,-549000000,114400000,358000000,-47000000,269100000,2579400,282900000,19800000,-1100000,13300000,2292000,-9310000,17850000,-38300000,163000000,-4500000,295900000
2018/5/25,15663000,-103000000,-39300000,18800000,-18340000,130000000,258000000,-53400000,-120000000,-256000000,-209000000,-465000000,116000000,-106200000,-190000000,14600000,65000000,-26500000,2840000,-19500000,-69300000,53100000,-3270000,46700000,-14100000,-148000000,32700000,326000000,-726000000,-26100000,265000000,-98000000,-274500000,-934400,-273500000,2600000,-35800000,6270000,-4659000,-23400000,-7170000,-4200000,149000000,-29700000,-277400000
2018/5/26,45595400,-142000000,-68600000,18800000,-28110000,112000000,240000000,-98400000,-160000000,-286000000,-156600000,-652000000,74000000,-139400000,-239000000,4800000,42000000,-53400000,1160000,-22400000,-109400000,61000000,-2870000,62500000,-38300000,-159000000,-100000,231000000,-691000000,-278000000,329000000,-181000000,-628800000,-4354600,-641300000,-10300000,-64300000,-2320000,-8611000,-21000000,-14090000,17400000,145000000,-39700000,-660000000
2018/5/27,53557600,-164000000,-74600000,20200000,-34300000,-4000000,205000000,-108800000,-216000000,-229000000,-177900000,-775000000,76000000,-156300000,-264000000,12400000,97000000,-63100000,8080000,-29800000,-137200000,76000000,4030000,58500000,-56300000,-234000000,500000,63000000,-622000000,-327500000,475000000,-290000000,-748500000,-6405980,-769100000,-14800000,-77400000,-860000,-8857000,-20700000,-10310000,17100000,149000000,-39700000,-797900000
2018/5/28,36916800,-165000000,-62800000,26300000,-33900000,-25000000,311000000,-92000000,-259000000,-253000000,-98300000,-778000000,120000000,-160100000,-277000000,19100000,185000000,-61700000,12470000,-35300000,-141700000,90400000,7540000,27700000,-59900000,-331000000,26800000,165000000,-674000000,-322800000,583000000,-398000000,-700800000,-8753983,-726600000,-10500000,-76900000,300000,-5052000,-22800000,-1340000,8500000,185000000,-37000000,-759900000
2018/5/29,21454500,-173000000,-44900000,23200000,-31300000,-13000000,404000000,-71000000,-247000000,-252000000,-158400000,-721000000,145000000,-150400000,-284000000,38500000,182000000,-41800000,14920000,-45600000,-135100000,97000000,10340000,10600000,-56300000,-333000000,54200000,293000000,-826000000,-192500000,588000000,-378000000,-564100000,-5633927,-587500000,-2200000,-58200000,2500000,-2686000,-25300000,5680000,-2800000,192000000,-32000000,-619700000
2018/5/30,9757000,-153000000,-26500000,28400000,-25200000,-11000000,398000000,-42300000,-229000000,-227000000,-184700000,-735000000,174000000,-138600000,-248000000,52600000,201000000,-29600000,19620000,-45200000,-124100000,103500000,11390000,18000000,-44700000,-341000000,80600000,326000000,-819000000,-163000000,672000000,-321000000,-338800000,-2435950,-355300000,5500000,-45100000,5770000,-1341000,-18800000,9840000,-11500000,199000000,-25300000,-379900000
2018/5/31,4134000,-138000000,-12400000,24500000,-21100000,78000000,187000000,-24000000,-155000000,-239000000,-137200000,-648000000,196000000,-121700000,-236000000,49600000,165000000,-14800000,17910000,-37000000,-106900000,98200000,11270000,22500000,-31300000,-284000000,88600000,232000000,-566000000,-166000000,581000000,-219000000,-152800000,-986450,-160900000,10400000,-29500000,7890000,-931000,-13100000,11180000,-16500000,206000000,-19600000,-174100000
2018/6/1,164400,-114000000,-23100000,23400000,-15000000,118000000,277000000,-14200000,-117000000,-235000000,-245900000,-525000000,191000000,-108200000,-206000000,31300000,117000000,-7200000,7920000,-23900000,-88800000,87200000,8490000,24800000,-18800000,-213000000,85400000,379000000,-758000000,27900000,433000000,-123000000,-42000000,-162960,-44600000,14300000,-18100000,10200000,-1007000,-12000000,9650000,-21500000,185000000,-15500000,-46000000
